,sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
220,106,one-to-one,dn_107,ngm_115,Ippolita,Ippolita,NOUN,NOUN,obj,nmod,explicit_ref_pos,
221,107,one-to-one,dn_108,ngm_116,Giorgio Ippolita,Giorgio Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
222,108,one-to-one,dn_109,ngm_117,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
223,109,many-to-one,dn_110 dn_111,ngm_118,MISSING,Giorgio,MISSING,DET,MISSING,nmod,leftover_target,
224,109,many-to-one,dn_110 dn_111,ngm_118,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
225,109,many-to-one,dn_110 dn_111,ngm_118,Ippolita,Ippolita,DET,PRON,nmod,nsubj,explicit_ref_only,
226,109,many-to-one,dn_110 dn_111,ngm_118,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
227,110,one-to-one,dn_112,ngm_119,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
228,111,one-to-one,dn_113,ngm_120,Giorgio,Giorgio,PROPN,PROPN,obj,nmod,explicit_ref_pos,
229,111,one-to-one,dn_113,ngm_120,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
230,111,one-to-one,dn_113,ngm_120,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
231,112,one-to-one,dn_114,ngm_121,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
232,112,one-to-one,dn_114,ngm_121,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
233,112,one-to-one,dn_114,ngm_121,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
234,113,one-to-one,dn_115,ngm_122,Giorgio,Giorgio,NOUN,NOUN,nsubj,obj,explicit_ref_pos,
235,113,one-to-one,dn_115,ngm_122,MISSING,Giorgio,MISSING,PRON,MISSING,obj,leftover_target,
236,113,one-to-one,dn_115,ngm_122,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
237,113,one-to-one,dn_115,ngm_122,Ippolita,Ippolita,PRON,PRON,nsubj,nmod,explicit_ref_pos,
238,113,one-to-one,dn_115,ngm_122,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
239,114,one-to-one,dn_116,ngm_123,Giorgio,Giorgio,PRON,PROPN,nsubj,obj,explicit_ref_only,
240,114,one-to-one,dn_116,ngm_123,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
241,114,one-to-one,dn_116,ngm_123,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
242,114,one-to-one,dn_116,ngm_123,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4211460473173756
243,114,one-to-one,dn_116,ngm_123,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
244,114,one-to-one,dn_116,ngm_123,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
245,115,one-to-one,dn_117,ngm_124,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
246,116,one-to-one,dn_118,ngm_125,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
247,116,one-to-one,dn_118,ngm_125,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
248,117,one-to-one,dn_119,ngm_126,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
249,117,one-to-one,dn_119,ngm_126,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
250,117,one-to-one,dn_119,ngm_126,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
251,117,one-to-one,dn_119,ngm_126,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
252,117,one-to-one,dn_119,ngm_126,Giorgio,MISSING,PRON,MISSING,nmod,MISSING,leftover_source,
253,117,one-to-one,dn_119,ngm_126,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
254,117,one-to-one,dn_119,ngm_126,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
255,117,one-to-one,dn_119,ngm_126,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
256,117,one-to-one,dn_119,ngm_126,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
257,117,one-to-one,dn_119,ngm_126,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
258,118,one-to-one,dn_120,ngm_127,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
259,119,one-to-one,dn_121,ngm_128,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
260,119,one-to-one,dn_121,ngm_128,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
261,119,one-to-one,dn_121,ngm_128,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
262,119,one-to-one,dn_121,ngm_128,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
263,119,one-to-one,dn_121,ngm_128,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
264,120,one-to-one,dn_122,ngm_129,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
265,121,one-to-one,dn_123,ngm_130,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
266,122,one-to-one,dn_124,ngm_131,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
267,123,one-to-one,dn_125,ngm_132,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
268,124,one-to-one,dn_126,ngm_133,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
269,124,one-to-one,dn_126,ngm_133,Giorgio,Giorgio,PRON,DET,obj,nmod,explicit_ref_only,
270,124,one-to-one,dn_126,ngm_133,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
271,124,one-to-one,dn_126,ngm_133,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
272,125,one-to-one,dn_127,ngm_134,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
273,125,one-to-one,dn_127,ngm_134,Ippolita,Ippolita,NOUN,NOUN,obj,obj,explicit_full,
274,126,one-to-one,dn_128,ngm_135,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
275,126,one-to-one,dn_128,ngm_135,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
276,126,one-to-one,dn_128,ngm_135,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
277,126,one-to-one,dn_128,ngm_135,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
278,127,one-to-one,dn_129,ngm_136,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
279,128,one-to-one,dn_130,ngm_137,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
280,128,one-to-one,dn_130,ngm_137,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
281,128,one-to-one,dn_130,ngm_137,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
282,128,one-to-one,dn_130,ngm_137,Ippolita,Ippolita,NOUN,NOUN,obj,obj,explicit_full,
283,129,one-to-one,dn_131,ngm_138,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
284,130,one-to-one,dn_132,ngm_139,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
285,131,one-to-one,dn_133,ngm_140,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
286,131,one-to-one,dn_133,ngm_140,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
287,131,one-to-one,dn_133,ngm_140,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
288,131,one-to-one,dn_133,ngm_140,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
289,132,one-to-one,dn_134,ngm_141,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
290,132,one-to-one,dn_134,ngm_141,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
291,132,one-to-one,dn_134,ngm_141,Giorgio,MISSING,PROPN,MISSING,vocative,MISSING,leftover_source,
292,132,one-to-one,dn_134,ngm_141,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
293,132,one-to-one,dn_134,ngm_141,MISSING,Ippolita,MISSING,PROPN,MISSING,vocative,leftover_target,
294,133,one-to-one,dn_135,ngm_142,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
295,134,one-to-one,dn_136,ngm_143,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
296,134,one-to-one,dn_136,ngm_143,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
297,134,one-to-one,dn_136,ngm_143,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
298,135,one-to-one,dn_137,ngm_144,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
299,136,one-to-one,dn_138,ngm_145,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
300,136,one-to-one,dn_138,ngm_145,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
301,136,one-to-one,dn_138,ngm_145,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
302,136,one-to-one,dn_138,ngm_145,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
303,136,one-to-one,dn_138,ngm_145,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
304,137,one-to-one,dn_139,ngm_146,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
305,137,one-to-one,dn_139,ngm_146,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
306,137,one-to-one,dn_139,ngm_146,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
307,137,one-to-one,dn_139,ngm_146,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
308,138,one-to-one,dn_140,ngm_147,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
309,138,one-to-one,dn_140,ngm_147,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
310,139,one-to-one,dn_141,ngm_148,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
311,140,one-to-one,dn_142,ngm_149,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
312,141,one-to-one,dn_143,ngm_150,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
313,141,one-to-one,dn_143,ngm_150,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
314,142,one-to-one,dn_144,ngm_151,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
315,142,one-to-one,dn_144,ngm_151,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
316,142,one-to-one,dn_144,ngm_151,MISSING,Ippolita,MISSING,NOUN,MISSING,pred,leftover_target,
317,143,one-to-many,dn_145,ngm_152 ngm_153,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
318,143,one-to-many,dn_145,ngm_152 ngm_153,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
319,143,one-to-many,dn_145,ngm_152 ngm_153,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
320,143,one-to-many,dn_145,ngm_152 ngm_153,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
321,144,one-to-one,dn_146,ngm_154,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
322,144,one-to-one,dn_146,ngm_154,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
323,144,one-to-one,dn_146,ngm_154,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
324,144,one-to-one,dn_146,ngm_154,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
325,145,many-to-one,dn_147 dn_148 dn_149,ngm_155,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
326,145,many-to-one,dn_147 dn_148 dn_149,ngm_155,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
327,145,many-to-one,dn_147 dn_148 dn_149,ngm_155,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
328,146,one-to-one,dn_150,ngm_156,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
329,146,one-to-one,dn_150,ngm_156,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
330,146,one-to-one,dn_150,ngm_156,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,pred,leftover_target,
331,146,one-to-one,dn_150,ngm_156,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
332,147,one-to-one,dn_151,ngm_157,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
333,147,one-to-one,dn_151,ngm_157,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
334,147,one-to-one,dn_151,ngm_157,Ippolita,Ippolita,DET,DET,nmod,nmod,explicit_full,
335,147,one-to-one,dn_151,ngm_157,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
336,148,one-to-many,dn_152,ngm_158 ngm_159,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
337,148,one-to-many,dn_152,ngm_158 ngm_159,Giorgio,Giorgio,DET,PRON,nmod,nsubj,explicit_ref_only,
338,148,one-to-many,dn_152,ngm_158 ngm_159,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
339,148,one-to-many,dn_152,ngm_158 ngm_159,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
340,148,one-to-many,dn_152,ngm_158 ngm_159,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
341,148,one-to-many,dn_152,ngm_158 ngm_159,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
342,149,one-to-many,dn_153,ngm_160 ngm_161,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
343,149,one-to-many,dn_153,ngm_160 ngm_161,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
344,149,one-to-many,dn_153,ngm_160 ngm_161,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
345,150,one-to-one,dn_154,ngm_162,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
346,150,one-to-one,dn_154,ngm_162,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
347,151,one-to-one,dn_155,ngm_163,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
348,151,one-to-one,dn_155,ngm_163,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
349,152,one-to-many,dn_156,ngm_164 ngm_165 ngm_166,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
350,152,one-to-many,dn_156,ngm_164 ngm_165 ngm_166,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.20662205783727533
351,152,one-to-many,dn_156,ngm_164 ngm_165 ngm_166,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.30457829728284147
352,152,one-to-many,dn_156,ngm_164 ngm_165 ngm_166,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.16604227526354393
353,152,one-to-many,dn_156,ngm_164 ngm_165 ngm_166,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.24098201898956334
354,152,one-to-many,dn_156,ngm_164 ngm_165 ngm_166,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
355,152,one-to-many,dn_156,ngm_164 ngm_165 ngm_166,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
356,152,one-to-many,dn_156,ngm_164 ngm_165 ngm_166,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
357,152,one-to-many,dn_156,ngm_164 ngm_165 ngm_166,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
358,152,one-to-many,dn_156,ngm_164 ngm_165 ngm_166,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
359,152,one-to-many,dn_156,ngm_164 ngm_165 ngm_166,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
360,152,one-to-many,dn_156,ngm_164 ngm_165 ngm_166,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
361,152,one-to-many,dn_156,ngm_164 ngm_165 ngm_166,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
362,152,one-to-many,dn_156,ngm_164 ngm_165 ngm_166,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
363,153,one-to-one,dn_157,ngm_167,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
364,154,one-to-one,dn_158,ngm_168,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
365,154,one-to-one,dn_158,ngm_168,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
366,154,one-to-one,dn_158,ngm_168,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
367,155,one-to-one,dn_159,ngm_169,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
368,155,one-to-one,dn_159,ngm_169,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
369,155,one-to-one,dn_159,ngm_169,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
370,156,one-to-one,dn_160,ngm_170,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
371,156,one-to-one,dn_160,ngm_170,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
372,156,one-to-one,dn_160,ngm_170,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
373,156,one-to-one,dn_160,ngm_170,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
374,157,one-to-one,dn_161,ngm_171,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
375,157,one-to-one,dn_161,ngm_171,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
376,157,one-to-one,dn_161,ngm_171,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.33030166061485516
377,157,one-to-one,dn_161,ngm_171,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.30924164752749833
378,157,one-to-one,dn_161,ngm_171,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
379,158,one-to-one,dn_162,ngm_172,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
380,158,one-to-one,dn_162,ngm_172,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
381,160,one-to-one,dn_164,ngm_174,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
382,160,one-to-one,dn_164,ngm_174,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
383,160,one-to-one,dn_164,ngm_174,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
384,160,one-to-one,dn_164,ngm_174,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
385,160,one-to-one,dn_164,ngm_174,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
386,160,one-to-one,dn_164,ngm_174,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
387,160,one-to-one,dn_164,ngm_174,MISSING,Ippolita,MISSING,PRON,MISSING,obj,leftover_target,
388,161,one-to-many,dn_165,ngm_175 ngm_176,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.49524410035589644
389,161,one-to-many,dn_165,ngm_175 ngm_176,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.34887510183556325
390,161,one-to-many,dn_165,ngm_175 ngm_176,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
391,161,one-to-many,dn_165,ngm_175 ngm_176,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
392,161,one-to-many,dn_165,ngm_175 ngm_176,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
393,161,one-to-many,dn_165,ngm_175 ngm_176,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
394,161,one-to-many,dn_165,ngm_175 ngm_176,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
395,161,one-to-many,dn_165,ngm_175 ngm_176,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
396,162,one-to-many,dn_166,ngm_177 ngm_178,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
397,163,one-to-one,dn_167,ngm_180,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
398,163,one-to-one,dn_167,ngm_180,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
399,164,one-to-one,dn_168,ngm_179,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
400,165,one-to-one,dn_169,ngm_182,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
401,165,one-to-one,dn_169,ngm_182,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
402,166,one-to-one,dn_170,ngm_181,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
403,167,one-to-one,dn_171,ngm_183,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
404,167,one-to-one,dn_171,ngm_183,Giorgio,Giorgio,PRON,PRON,nsubj,obj,explicit_ref_pos,
405,167,one-to-one,dn_171,ngm_183,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
406,167,one-to-one,dn_171,ngm_183,Ippolita,Ippolita,PRON,PRON,nsubj,obj,explicit_ref_pos,
407,168,one-to-one,dn_172,ngm_184,MISSING,Giorgio Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
408,169,one-to-one,dn_173,ngm_185,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
409,169,one-to-one,dn_173,ngm_185,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.25507391680527625
410,169,one-to-one,dn_173,ngm_185,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3054966243440226
411,169,one-to-one,dn_173,ngm_185,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
412,169,one-to-one,dn_173,ngm_185,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
413,169,one-to-one,dn_173,ngm_185,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
414,169,one-to-one,dn_173,ngm_185,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
415,169,one-to-one,dn_173,ngm_185,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
416,169,one-to-one,dn_173,ngm_185,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
417,169,one-to-one,dn_173,ngm_185,Ippolita,Ippolita,PRON,PRON,nmod,nmod,explicit_full,
418,169,one-to-one,dn_173,ngm_185,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
419,169,one-to-one,dn_173,ngm_185,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
420,169,one-to-one,dn_173,ngm_185,Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
421,171,one-to-one,dn_176,ngm_188,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
422,172,one-to-one,dn_177,ngm_187,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
423,173,many-to-one,dn_178 dn_179,ngm_189,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
424,173,many-to-one,dn_178 dn_179,ngm_189,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.25898568188412147
425,173,many-to-one,dn_178 dn_179,ngm_189,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
426,173,many-to-one,dn_178 dn_179,ngm_189,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
427,174,one-to-one,dn_180,ngm_190,Giorgio,Giorgio,NOUN,NOUN,obj,obj,explicit_full,
428,174,one-to-one,dn_180,ngm_190,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
429,175,one-to-one,dn_181,ngm_191,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
430,176,one-to-one,dn_182,ngm_192,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
431,177,one-to-one,dn_183,ngm_193,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
432,177,one-to-one,dn_183,ngm_193,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
433,178,one-to-many,dn_184,ngm_194 ngm_195,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
434,178,one-to-many,dn_184,ngm_194 ngm_195,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
435,178,one-to-many,dn_184,ngm_194 ngm_195,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
436,178,one-to-many,dn_184,ngm_194 ngm_195,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
437,178,one-to-many,dn_184,ngm_194 ngm_195,Ippolita,Ippolita,PRON,PRON,nsubj,obj,explicit_ref_pos,
438,178,one-to-many,dn_184,ngm_194 ngm_195,Ippolita,Ippolita,PRON,PRON,nsubj,nmod,explicit_ref_pos,
439,179,one-to-one,dn_185,ngm_196,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
440,179,one-to-one,dn_185,ngm_196,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
441,180,one-to-one,dn_186,ngm_197,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.37078129351139066
442,180,one-to-one,dn_186,ngm_197,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2677345976714165
443,180,one-to-one,dn_186,ngm_197,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
444,181,one-to-one,dn_187,ngm_198,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
445,182,one-to-many,dn_188,ngm_199 ngm_200,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
446,182,one-to-many,dn_188,ngm_199 ngm_200,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
447,183,one-to-one,dn_189,ngm_201,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
